task_id,domain,source_file,n_tool_calls_annotated,n_dependency_layers_graph,dependency_graph_path,has_persistent_write,write_tools_found,has_high_risk_write,evaluator_available,c1_min_tool_calls,c2_min_3_dep_layers,c3_has_persistent_write,c4_has_high_risk_write,c5_evaluator_available,included,exclusion_reasons,task_split
39,airline,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/airline/tasks.json,11,11,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/airline_d2481bdcc5a4dd4f.json,True,cancel_reservation|cancel_reservation|cancel_reservation,True,True,True,True,True,True,True,True,,pilot
18,airline,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/airline/tasks.json,5,5,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/airline_819a7abf2a09fd5d.json,True,update_reservation_flights|update_reservation_flights|update_reservation_flights|update_reservation_flights|update_reservation_flights,True,True,True,True,True,True,True,True,,pilot
23,airline,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/airline/tasks.json,4,4,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/airline_f1cae859cfc32ac8.json,True,cancel_reservation|book_reservation|book_reservation|book_reservation,True,True,True,True,True,True,True,True,,pilot
42,airline,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/airline/tasks.json,10,10,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/airline_a996669f2180474f.json,True,cancel_reservation|cancel_reservation,True,True,True,True,True,True,True,True,,pilot
29,airline,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/airline/tasks.json,3,3,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/airline_ad5f56aefd3ff5d7.json,True,cancel_reservation|book_reservation,True,True,True,True,True,True,True,True,,pilot
17,retail,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/retail/tasks.json,6,6,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/retail_5e2a625953461dfe.json,True,modify_pending_order_address,True,True,True,True,True,True,True,True,,pilot
9,retail,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/retail/tasks.json,6,6,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/retail_539fdee9009b9e65.json,True,exchange_delivered_order_items,True,True,True,True,True,True,True,True,,pilot
29,retail,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/retail/tasks.json,6,6,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/retail_c31816de613bffa4.json,True,exchange_delivered_order_items|exchange_delivered_order_items,True,True,True,True,True,True,True,True,,pilot
40,retail,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/retail/tasks.json,4,4,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/retail_0bacc6651f38c1b2.json,True,modify_pending_order_payment,True,True,True,True,True,True,True,True,,pilot
34,retail,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/retail/tasks.json,6,6,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/retail_d72421a6a3cacd58.json,True,modify_pending_order_address,True,True,True,True,True,True,True,True,,pilot
38,retail,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/retail/tasks.json,4,4,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/retail_50078d4007387657.json,True,cancel_pending_order,True,True,True,True,True,True,True,True,,pilot
48,retail,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/retail/tasks.json,6,6,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/retail_ff8fa973d2d48791.json,True,return_delivered_order_items,True,True,True,True,True,True,True,True,,pilot
16,retail,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/retail/tasks.json,9,9,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/retail_adfc49d02922fbec.json,True,cancel_pending_order|cancel_pending_order|return_delivered_order_items,True,True,True,True,True,True,True,True,,pilot
33,retail,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/retail/tasks.json,6,6,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/retail_b350e33a596a3e72.json,True,modify_user_address,True,True,True,True,True,True,True,True,,pilot
64,retail,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/retail/tasks.json,8,8,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/retail_8077cc77288cf6a2.json,True,exchange_delivered_order_items|modify_pending_order_items,True,True,True,True,True,True,True,True,,pilot
53,retail,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/retail/tasks.json,6,6,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/retail_d9eda491011841a0.json,True,return_delivered_order_items,True,True,True,True,True,True,True,True,,pilot
3,retail,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/retail/tasks.json,12,12,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/retail_cb53f1bc8b18243c.json,True,modify_pending_order_items,True,True,True,True,True,True,True,True,,pilot
35,retail,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/retail/tasks.json,7,7,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/retail_56bcb67e09d7b637.json,True,return_delivered_order_items|modify_pending_order_items,True,True,True,True,True,True,True,True,,pilot
11,retail,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/retail/tasks.json,6,6,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/retail_8f420c3ef588b7f5.json,True,return_delivered_order_items|return_delivered_order_items,True,True,True,True,True,True,True,True,,pilot
[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_both_permissions|data_mode_off|data_usage_exceeded[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,6,6,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_7ff0d9918bef7882.json,True,toggle_airplane_mode|toggle_wifi_calling|grant_app_permission|grant_app_permission|toggle_data|refuel_data,True,True,True,True,True,True,True,True,,pilot
[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,8,8,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_71aeee257ff2e87d.json,True,set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission|toggle_data|reseat_sim_card|enable_roaming,True,True,True,True,True,True,True,True,,pilot
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|user_abroad_roaming_disabled_off[PERSONA:Hard],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,10,10,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_25a5d85aa796adee.json,True,toggle_airplane_mode|set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission|grant_app_permission|toggle_data|enable_roaming|toggle_roaming,True,True,True,True,True,True,True,True,,pilot
[mms_issue]break_app_both_permissions|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,4,4,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_923a99f2e9a0cf56.json,True,grant_app_permission|grant_app_permission|reseat_sim_card|enable_roaming,True,True,True,True,True,True,True,True,,pilot
[mms_issue]airplane_mode_on|break_apn_mms_setting|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,6,6,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_c97f0eebd3ae4036.json,True,toggle_airplane_mode|reset_apn_settings|reboot_device|toggle_data|reseat_sim_card|toggle_roaming,True,True,True,True,True,True,True,True,,pilot
[mms_issue]bad_network_preference|break_apn_mms_setting|break_app_both_permissions|data_mode_off|user_abroad_roaming_disabled_off[PERSONA:Hard],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,8,8,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_fc98932ebd3df1fe.json,True,set_network_mode_preference|reset_apn_settings|reboot_device|grant_app_permission|grant_app_permission|toggle_data|enable_roaming|toggle_roaming,True,True,True,True,True,True,True,True,,pilot
[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,8,8,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_c69d4ca685da609e.json,True,toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission|grant_app_permission|toggle_data|refuel_data|toggle_roaming,True,True,True,True,True,True,True,True,,pilot
[mobile_data_issue]data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,4,4,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_90dd8864d1c9e728.json,True,toggle_data|refuel_data|enable_roaming|toggle_roaming,True,True,True,True,True,True,True,True,,pilot
[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_both_permissions|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,7,7,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_6a67dcbff060f79e.json,True,toggle_airplane_mode|reset_apn_settings|reboot_device|grant_app_permission|grant_app_permission|reseat_sim_card|toggle_roaming,True,True,True,True,True,True,True,True,,pilot
[mms_issue]bad_network_preference|break_app_storage_permission|user_abroad_roaming_disabled_off[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,4,4,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_33be393d26f3bdfc.json,True,set_network_mode_preference|grant_app_permission|enable_roaming|toggle_roaming,True,True,True,True,True,True,True,True,,pilot
[mms_issue]bad_network_preference|break_apn_mms_setting|break_app_both_permissions|data_mode_off[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,6,6,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_522969caacd94bde.json,True,set_network_mode_preference|reset_apn_settings|reboot_device|grant_app_permission|grant_app_permission|toggle_data,True,True,True,True,True,True,True,True,,pilot
[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:Hard],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,7,7,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_c3aea0bcb42aedbb.json,True,toggle_airplane_mode|toggle_wifi_calling|reset_apn_settings|reboot_device|toggle_data|refuel_data|reseat_sim_card,True,True,True,True,True,True,True,True,,pilot
[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_saver_mode_on|user_abroad_roaming_disabled_off[PERSONA:Hard],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,6,6,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_e8155be3cf814da9.json,True,toggle_airplane_mode|set_network_mode_preference|disconnect_vpn|toggle_data_saver_mode|enable_roaming|toggle_roaming,True,True,True,True,True,True,True,True,,pilot
[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_storage_permission|user_abroad_roaming_disabled_off[PERSONA:Hard],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,5,5,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_c53682d3709a00f3.json,True,toggle_airplane_mode|toggle_wifi_calling|grant_app_permission|enable_roaming|toggle_roaming,True,True,True,True,True,True,True,True,,pilot
